Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP00072,Female,No,2,Not Graduate,No,245145,192092,1223789,240,1,Urban,Y
LP00269,Male,No,1,Graduate,No,61190,49335,3395908,300,0,Rural,N
LP00069,Female,Yes,2,Not Graduate,No,311231,124000,1482926,360,0,Rural,N
LP01228,Male,Yes,2,Not Graduate,No,180992,121040,3085574,240,1,Semiurban,Y
LP01843,Female,Yes,0,Not Graduate,Yes,181066,91160,454346,180,0,Semiurban,N
LP01100,Female,No,0,Not Graduate,Yes,456341,110571,270708,300,1,Urban,Y
LP00742,Female,No,1,Not Graduate,No,329434,143218,1127485,180,1,Semiurban,Y
LP00977,Male,Yes,3+,Graduate,No,129930,131566,1819810,240,0,Rural,N
LP01214,Male,No,2,Not Graduate,Yes,380609,192582,1229302,240,0,Semiurban,N
LP00030,Male,No,3+,Graduate,No,363905,139767,2993894,360,1,Rural,Y
LP01005,Male,No,3+,Graduate,No,170185,22358,1216752,300,1,Rural,Y
LP00273,Female,Yes,2,Graduate,No,45818,151596,4295727,300,0,Semiurban,N
LP00984,Male,No,1,Graduate,No,479506,105938,711552,360,1,Urban,Y
LP00508,Female,No,1,Not Graduate,No,395973,47720,996960,120,0,Semiurban,N
LP00129,Male,No,1,Graduate,No,73263,5716,2877007,180,1,Rural,N
LP01405,Male,Yes,3+,Not Graduate,No,424269,25406,4949342,240,0,Semiurban,N
LP01870,Female,Yes,2,Graduate,Yes,124593,19506,4675966,120,1,Semiurban,N
LP01260,Male,Yes,0,Not Graduate,Yes,88261,69417,2066877,120,1,Semiurban,Y
LP01152,Male,Yes,1,Not Graduate,Yes,264670,135824,1591738,120,0,Semiurban,N
LP01753,Female,No,3+,Graduate,No,147079,158084,870523,360,1,Urban,Y
LP01810,Male,Yes,3+,Graduate,No,175204,180693,3674965,120,1,Urban,Y
LP01039,Male,No,3+,Not Graduate,No,113130,66581,1440070,180,0,Urban,N
LP01057,Male,No,1,Graduate,Yes,292135,27456,2005589,300,0,Rural,N
LP01648,Female,Yes,3+,Not Graduate,No,470047,181653,733034,180,1,Rural,Y
LP01997,Female,Yes,2,Graduate,No,64108,199920,1462393,300,0,Semiurban,N
LP00784,Female,No,2,Not Graduate,Yes,378912,127911,4168684,180,0,Rural,N
LP00328,Male,Yes,3+,Graduate,Yes,74546,117515,4900195,180,0,Semiurban,N
LP00638,Female,No,2,Graduate,No,395978,177604,3028074,240,1,Urban,Y
LP00501,Female,No,3+,Graduate,No,264584,77266,789763,300,1,Semiurban,Y
LP00547,Female,Yes,0,Graduate,No,110245,45870,2755111,300,0,Rural,N
LP01691,Female,No,3+,Graduate,Yes,227672,67350,1699738,360,0,Rural,N
LP00709,Male,Yes,2,Graduate,Yes,62635,131468,1767169,120,1,Urban,Y
LP01167,Male,No,2,Not Graduate,No,248313,49098,3540655,120,1,Rural,Y
LP01514,Female,No,1,Not Graduate,Yes,179698,112977,4663196,120,0,Urban,N
LP01207,Female,Yes,3+,Graduate,Yes,316288,22782,3553991,300,0,Semiurban,N
LP00897,Female,No,1,Not Graduate,Yes,141095,83698,836500,360,1,Semiurban,Y
LP01855,Male,Yes,3+,Not Graduate,Yes,64203,44025,4742974,300,1,Semiurban,N
LP01376,Female,No,2,Not Graduate,No,70388,93059,997040,360,1,Rural,Y
LP01906,Female,Yes,2,Graduate,No,385174,171060,1222116,360,1,Rural,Y
LP00321,Female,No,2,Not Graduate,Yes,227324,168610,4595620,300,0,Urban,N
LP00470,Female,No,2,Graduate,Yes,350527,10452,1632710,180,1,Rural,Y
LP01598,Male,Yes,2,Not Graduate,No,189853,189615,3177247,360,0,Semiurban,N
LP01511,Male,Yes,1,Not Graduate,Yes,146906,117536,4681597,240,1,Urban,Y
LP00190,Male,Yes,3+,Graduate,Yes,86680,173134,3990391,360,0,Rural,N
LP00204,Male,No,1,Graduate,No,400981,143547,1636295,300,0,Urban,N
LP00588,Male,No,3+,Not Graduate,Yes,253408,186034,2930643,360,1,Semiurban,Y
LP00361,Male,Yes,2,Graduate,Yes,132011,35887,4053249,360,0,Rural,N
LP00372,Male,Yes,2,Not Graduate,Yes,359035,79900,1275519,180,1,Rural,Y
LP01950,Male,No,2,Graduate,No,355579,171831,1661057,180,0,Semiurban,N
LP01444,Male,Yes,3+,Not Graduate,No,51234,61129,56626,360,0,Rural,N
LP00062,Male,Yes,0,Graduate,No,70572,88230,2460121,120,0,Urban,N
LP01684,Male,Yes,1,Graduate,Yes,307512,168860,547439,120,0,Rural,N
LP00475,Male,Yes,3+,Not Graduate,No,281118,73923,979265,300,1,Rural,Y
LP00455,Male,No,2,Graduate,Yes,357089,199549,1342120,300,1,Urban,Y
LP00657,Male,Yes,3+,Not Graduate,No,153205,52800,3045311,360,1,Semiurban,Y
LP01258,Female,No,0,Graduate,No,149304,126017,3993546,240,0,Semiurban,N
LP01156,Male,No,1,Not Graduate,No,409482,13241,1817336,300,0,Rural,N
LP00813,Male,No,0,Not Graduate,Yes,277166,92719,2133232,180,1,Semiurban,Y
LP00581,Female,No,3+,Not Graduate,No,464609,111633,204539,120,0,Rural,N
LP01465,Male,Yes,3+,Not Graduate,Yes,106264,130688,3355101,180,1,Semiurban,Y
LP01908,Female,Yes,1,Graduate,Yes,457133,92623,1429815,120,0,Semiurban,N
LP00363,Female,No,2,Graduate,No,223441,192710,4937786,360,0,Rural,N
LP01250,Female,Yes,3+,Not Graduate,Yes,93755,31025,1573790,300,0,Semiurban,N
LP01935,Male,No,1,Not Graduate,Yes,287890,42762,3646565,180,1,Rural,Y
LP01284,Female,Yes,1,Not Graduate,No,486493,3793,1298113,120,1,Rural,Y
LP00846,Female,No,2,Graduate,No,220507,190444,1089135,240,1,Semiurban,Y
LP00353,Female,Yes,0,Not Graduate,No,152454,167367,3629994,240,0,Rural,N
LP00821,Male,No,3+,Not Graduate,Yes,432027,28303,915047,360,1,Rural,Y
LP00191,Male,No,3+,Not Graduate,Yes,290873,164744,2600916,300,0,Rural,N
LP00031,Male,Yes,1,Not Graduate,No,452245,161109,300774,240,0,Semiurban,N
LP01276,Male,No,0,Graduate,Yes,307591,196921,457296,240,1,Rural,Y
LP00462,Male,No,1,Not Graduate,No,476393,80511,2557920,180,1,Semiurban,Y
LP01917,Male,No,3+,Graduate,No,51073,91137,1862807,180,0,Semiurban,N
LP00061,Male,Yes,1,Graduate,No,55660,177338,521507,120,0,Rural,N
LP00862,Male,No,0,Graduate,No,409051,180402,2191473,180,1,Urban,Y
LP00631,Female,No,1,Graduate,Yes,409884,57025,286927,360,1,Urban,Y
LP01177,Female,No,3+,Not Graduate,No,332364,71682,3019619,240,0,Semiurban,N
LP00662,Male,Yes,1,Graduate,No,252123,131817,2707691,300,1,Rural,Y
LP00411,Male,No,3+,Graduate,Yes,176672,182455,273670,180,0,Rural,N
LP01894,Female,No,3+,Graduate,Yes,50905,52511,3583780,300,0,Rural,N
LP00019,Male,Yes,2,Not Graduate,No,25361,186715,3408700,180,1,Semiurban,Y
LP01783,Female,No,3+,Graduate,No,123235,130242,4451346,240,0,Rural,N
LP00464,Male,Yes,2,Graduate,Yes,283273,79917,1245987,300,1,Urban,Y
LP00787,Female,No,3+,Not Graduate,Yes,459272,182576,851110,180,1,Rural,Y
LP01544,Male,Yes,3+,Not Graduate,Yes,414830,2748,2851038,240,0,Semiurban,N
LP00231,Male,Yes,3+,Not Graduate,Yes,220626,19760,4820139,360,1,Semiurban,N
LP01326,Female,Yes,1,Not Graduate,No,233900,81458,2093138,180,1,Semiurban,Y
LP00067,Male,Yes,3+,Not Graduate,Yes,372401,183962,1657871,120,0,Semiurban,N
LP01354,Female,No,2,Not Graduate,No,443968,48965,3233393,180,1,Rural,Y
LP00200,Male,No,3+,Not Graduate,No,310205,69078,146028,120,0,Semiurban,N
LP01172,Male,No,0,Graduate,No,499505,129725,301645,360,1,Urban,Y
LP00679,Female,Yes,0,Graduate,No,99977,102024,2139153,120,1,Semiurban,Y
LP00783,Male,No,3+,Graduate,No,320374,94592,3390037,300,0,Urban,N
LP01821,Male,Yes,1,Not Graduate,Yes,38362,138784,3802659,300,0,Rural,N
LP00622,Female,Yes,2,Graduate,No,188592,51347,1589041,300,0,Urban,N
LP00074,Male,No,3+,Graduate,No,337817,164184,4780425,300,0,Rural,N
LP00125,Male,No,0,Graduate,No,208845,169651,3020464,240,0,Rural,N
LP00540,Female,No,3+,Graduate,No,311128,144739,3917885,180,0,Urban,N
LP01493,Female,Yes,3+,Not Graduate,No,135392,139910,2825841,240,1,Rural,Y
LP00403,Female,No,3+,Not Graduate,Yes,457258,22892,424303,180,1,Rural,Y
LP00826,Male,No,1,Not Graduate,Yes,313863,5805,4095939,120,0,Urban,N
LP01184,Male,No,3+,Graduate,Yes,199696,98919,3202319,240,0,Urban,N
LP00146,Male,No,2,Not Graduate,Yes,459215,179346,1633290,300,0,Urban,N
LP00643,Female,No,2,Not Graduate,No,69486,194686,576281,360,0,Semiurban,N
LP00732,Male,Yes,1,Graduate,No,341019,125356,1391532,180,1,Semiurban,Y
LP00777,Female,Yes,2,Graduate,No,322052,101823,4353457,240,1,Semiurban,Y
LP01725,Male,No,0,Not Graduate,No,124882,111158,371328,240,0,Rural,N
LP01793,Female,No,0,Not Graduate,No,53599,62144,4125601,300,0,Rural,N
LP01267,Male,No,3+,Not Graduate,Yes,423756,31021,4865704,120,1,Semiurban,Y
LP00968,Male,No,0,Graduate,Yes,317058,155521,992687,360,1,Rural,Y
LP00658,Female,No,2,Not Graduate,Yes,261626,107574,3209472,360,1,Rural,Y
LP00331,Female,Yes,1,Graduate,Yes,52155,136347,2468860,240,0,Semiurban,N
LP00180,Female,No,2,Not Graduate,Yes,474710,171878,3955694,240,0,Semiurban,N
LP00937,Male,No,3+,Graduate,No,214035,136489,2557972,180,0,Urban,N
LP01061,Male,No,0,Not Graduate,No,159549,84298,1425747,300,1,Urban,Y
LP00208,Male,Yes,0,Graduate,No,136600,91990,4367843,120,0,Rural,N
LP01109,Female,Yes,3+,Not Graduate,No,139115,66916,1076068,300,1,Urban,Y
LP00795,Male,Yes,3+,Graduate,No,204122,133415,2519496,300,1,Rural,Y
LP01436,Female,No,3+,Not Graduate,No,35944,14227,112414,300,0,Urban,N
LP00842,Male,Yes,1,Not Graduate,No,53658,164759,2804060,300,0,Rural,N
LP01327,Male,No,0,Not Graduate,No,70896,173795,3984059,120,0,Urban,N
LP00083,Female,Yes,2,Not Graduate,No,463731,71344,1902947,180,0,Rural,N
LP01912,Female,No,0,Not Graduate,Yes,187298,111277,2186877,360,0,Rural,N
LP01252,Male,No,1,Not Graduate,No,481460,21765,3867945,120,1,Semiurban,Y
LP01208,Female,No,2,Graduate,Yes,464849,148432,2900167,300,0,Urban,N
LP01062,Male,No,0,Not Graduate,No,81081,108601,4092861,360,0,Semiurban,N
LP01361,Male,No,0,Graduate,Yes,365574,78847,3955652,360,1,Semiurban,Y
LP01299,Male,No,0,Graduate,Yes,240416,59052,889405,300,1,Urban,Y
LP01099,Female,Yes,0,Graduate,Yes,446026,62421,4552976,180,0,Semiurban,N
LP00093,Male,Yes,2,Not Graduate,No,233769,2043,2322369,360,1,Urban,Y
LP01142,Female,No,1,Graduate,Yes,74214,145248,1587409,240,1,Semiurban,Y
LP00299,Male,Yes,2,Graduate,Yes,418141,124505,2492005,240,1,Rural,Y
LP01614,Female,No,1,Not Graduate,No,104246,113532,2753279,180,1,Semiurban,Y
LP01734,Female,No,3+,Graduate,Yes,367386,95435,4915308,240,1,Semiurban,Y
LP01887,Male,No,2,Graduate,Yes,60225,142187,3479471,180,0,Semiurban,N
LP01312,Male,Yes,1,Graduate,No,171727,126932,4495690,120,1,Semiurban,Y
LP01722,Female,Yes,1,Not Graduate,No,365009,21954,539610,360,1,Urban,Y
LP00465,Male,Yes,3+,Graduate,No,202939,151952,666519,360,1,Semiurban,Y
LP00620,Male,No,1,Not Graduate,Yes,238479,153914,1894724,240,1,Urban,Y
LP00230,Male,Yes,0,Graduate,No,256662,120443,4769037,180,1,Semiurban,Y
LP00744,Male,No,1,Not Graduate,Yes,157029,122027,503045,120,0,Semiurban,N
LP01386,Male,No,3+,Not Graduate,No,136772,101215,3447156,240,1,Urban,Y
LP01019,Male,Yes,2,Graduate,Yes,138757,100907,4844012,120,0,Urban,N
LP00926,Female,Yes,2,Not Graduate,No,326976,142015,1486025,360,0,Rural,N
LP00847,Female,Yes,3+,Graduate,No,24825,162696,2296464,240,1,Semiurban,Y
LP01582,Female,Yes,3+,Not Graduate,Yes,27030,122617,538718,240,0,Urban,N
LP00690,Male,Yes,0,Graduate,Yes,499397,37404,3062690,120,1,Rural,Y
LP01280,Female,No,1,Not Graduate,No,116618,15434,4392742,240,1,Semiurban,N
LP01932,Male,No,3+,Not Graduate,Yes,106752,31359,2523064,240,1,Urban,Y
LP01147,Female,Yes,1,Not Graduate,No,227981,58816,3965821,360,1,Urban,Y
LP00956,Male,No,2,Graduate,No,95711,64730,1978076,300,1,Semiurban,Y
LP00736,Female,Yes,2,Graduate,No,227936,138518,3667322,120,1,Urban,Y
LP00680,Female,No,0,Graduate,Yes,155605,181421,3725372,300,1,Semiurban,Y
LP01553,Female,Yes,2,Graduate,No,151367,198635,3575981,120,0,Semiurban,N
LP01565,Male,Yes,3+,Not Graduate,Yes,64281,81740,350975,120,1,Rural,Y
LP01164,Male,No,2,Graduate,Yes,279169,1348,4604145,180,0,Rural,N
LP00933,Male,No,2,Not Graduate,No,428263,164651,3239782,240,0,Urban,N
LP00611,Female,No,1,Graduate,Yes,451717,104244,3896631,240,1,Semiurban,Y
LP01042,Female,No,1,Not Graduate,Yes,142500,32006,4551865,360,0,Rural,N
LP01630,Male,Yes,0,Not Graduate,No,73158,43732,4226041,240,1,Urban,N
LP01096,Female,Yes,0,Not Graduate,No,238529,119822,3962480,240,1,Semiurban,Y
LP00952,Male,Yes,3+,Graduate,Yes,234927,21159,961886,120,0,Urban,N
LP00853,Female,Yes,3+,Graduate,No,361984,95683,1689527,120,1,Rural,Y
LP01132,Female,No,1,Graduate,No,141300,93669,1022377,300,1,Rural,Y
LP00618,Male,No,0,Not Graduate,Yes,160207,12508,1428527,360,1,Rural,Y
LP01576,Male,No,3+,Graduate,No,27204,62715,4773559,240,1,Urban,N
LP00300,Male,No,1,Graduate,Yes,295192,145929,2896854,120,1,Urban,Y
LP00478,Male,Yes,1,Not Graduate,Yes,412491,91852,3897234,120,0,Semiurban,N
LP00920,Male,No,3+,Graduate,No,478228,153057,130567,300,1,Semiurban,Y
LP01251,Female,Yes,1,Graduate,Yes,180621,128434,3092185,300,1,Semiurban,Y
LP01106,Male,No,1,Not Graduate,Yes,389663,153276,2981536,120,1,Semiurban,Y
LP01638,Female,Yes,2,Graduate,Yes,58852,100220,1084626,240,0,Urban,N
LP00003,Male,No,2,Graduate,Yes,150976,37363,4072588,120,0,Semiurban,N
LP00376,Female,No,2,Graduate,Yes,98475,193745,4521630,300,0,Rural,N
LP00395,Female,Yes,1,Not Graduate,No,303906,99038,2389748,360,0,Rural,N
LP00446,Male,Yes,2,Not Graduate,No,184516,6695,1986402,240,0,Rural,N
LP00238,Female,Yes,3+,Graduate,No,125437,149566,3834877,240,0,Semiurban,N
LP01618,Male,Yes,3+,Not Graduate,Yes,493253,159045,4511339,360,0,Urban,N
LP00764,Male,No,1,Graduate,No,467390,44013,397804,180,0,Urban,N
LP00418,Female,No,3+,Graduate,Yes,242306,63815,4373632,240,0,Rural,N
LP01655,Female,Yes,1,Not Graduate,No,42263,192732,1277051,240,1,Semiurban,Y
LP00065,Female,No,0,Not Graduate,No,297475,173151,2383564,240,1,Urban,Y
LP00438,Female,Yes,1,Graduate,No,258572,170172,2859178,240,0,Semiurban,N
LP01374,Male,No,2,Not Graduate,No,337159,175691,217490,300,1,Semiurban,Y
LP01179,Male,Yes,3+,Graduate,No,362265,195769,2445600,120,0,Urban,N
LP01114,Male,No,2,Graduate,No,392681,181225,4021850,360,0,Rural,N
LP00516,Male,Yes,3+,Not Graduate,No,307673,3633,177356,120,0,Semiurban,N
LP01098,Female,No,2,Not Graduate,No,483639,167191,4689153,240,1,Urban,Y
LP00633,Male,No,1,Graduate,No,381712,19376,1517390,120,1,Semiurban,Y
LP00199,Female,No,1,Not Graduate,No,349606,80480,1845479,120,1,Rural,Y
LP00169,Male,No,0,Graduate,No,23115,131210,1945395,300,0,Urban,N
LP00519,Male,No,2,Not Graduate,No,53077,10484,2355126,300,0,Rural,N
LP00012,Male,No,1,Not Graduate,No,321620,63040,3278212,360,1,Semiurban,Y
LP00457,Male,Yes,3+,Not Graduate,Yes,25726,79486,4618849,360,1,Urban,N
LP00292,Female,Yes,3+,Graduate,Yes,88192,116245,3065024,120,1,Rural,Y
LP00243,Female,Yes,3+,Graduate,No,45487,111976,4107277,300,0,Rural,N
LP01532,Male,Yes,2,Not Graduate,Yes,171028,163717,778894,360,0,Rural,N
LP00730,Female,Yes,3+,Not Graduate,Yes,412953,65370,605947,120,1,Semiurban,Y
LP01241,Female,No,1,Not Graduate,No,275213,193002,4647763,240,1,Semiurban,Y
LP00714,Female,No,1,Not Graduate,Yes,343821,76971,1779386,360,1,Semiurban,Y
LP00894,Male,No,2,Not Graduate,No,300906,52170,2569525,180,0,Semiurban,N
LP00936,Male,No,2,Not Graduate,No,424107,41399,1544246,240,1,Urban,Y
LP00486,Male,No,1,Not Graduate,Yes,467980,31831,2383873,120,0,Urban,N
LP01798,Female,No,1,Graduate,Yes,400699,34712,4486920,240,0,Semiurban,N
LP00375,Female,No,1,Not Graduate,No,281738,167534,1493120,300,1,Urban,Y
LP01986,Male,No,2,Graduate,No,72850,189222,431791,240,1,Semiurban,Y
LP00790,Female,Yes,0,Not Graduate,No,55030,131937,4452221,360,0,Semiurban,N
LP01083,Male,Yes,2,Not Graduate,Yes,216514,10817,3247019,360,0,Rural,N
LP01305,Female,No,3+,Not Graduate,No,251515,133497,2995777,300,1,Semiurban,Y
LP01127,Male,Yes,2,Graduate,Yes,123164,181640,2728577,240,0,Rural,N
LP00385,Male,No,1,Graduate,No,77315,176327,4294720,360,0,Urban,N
LP00788,Male,Yes,1,Not Graduate,No,62135,122643,1222490,120,0,Semiurban,N
LP00040,Male,No,1,Not Graduate,No,267720,9544,4940519,360,1,Semiurban,Y
LP00675,Female,No,0,Not Graduate,No,351288,175273,4074738,360,1,Urban,Y
LP01150,Female,No,0,Graduate,Yes,79897,148582,1703740,180,1,Rural,Y
LP00621,Male,No,1,Graduate,Yes,322543,45067,1648404,360,0,Rural,N
LP00090,Male,Yes,0,Graduate,No,271392,193334,4676517,180,1,Semiurban,Y
LP00683,Male,No,1,Not Graduate,No,107383,193417,3482560,180,1,Rural,Y
LP01658,Female,Yes,1,Graduate,Yes,364999,138518,3264632,240,0,Rural,N
LP00652,Female,No,0,Not Graduate,No,249650,5685,3000750,300,1,Urban,Y
LP01059,Female,No,1,Graduate,Yes,267372,138002,4623203,300,0,Urban,N
LP01027,Female,No,2,Not Graduate,Yes,400068,134104,1766872,300,0,Rural,N
LP00073,Female,Yes,1,Graduate,No,82740,82502,618757,300,0,Semiurban,N
LP01837,Male,Yes,2,Graduate,Yes,247491,136249,2954390,180,0,Rural,N
LP00379,Female,No,1,Graduate,No,251517,173053,4006419,240,1,Rural,Y
LP00490,Male,Yes,0,Not Graduate,No,345003,122781,284326,240,1,Rural,Y
LP00573,Male,No,2,Graduate,Yes,250741,148234,3381951,180,0,Rural,N
LP01891,Female,Yes,0,Graduate,No,183143,83617,3488995,180,0,Urban,N
LP00546,Female,Yes,1,Graduate,No,290226,155353,4098842,240,1,Urban,Y
LP01857,Male,Yes,0,Graduate,Yes,177592,138722,3009381,120,0,Semiurban,N
LP01133,Male,No,0,Not Graduate,Yes,59718,150684,1719126,300,0,Semiurban,N
LP00844,Male,No,1,Graduate,Yes,443689,131964,4758791,120,1,Urban,Y
LP01080,Female,No,0,Graduate,No,292819,164902,3784341,360,1,Semiurban,Y
LP01353,Female,No,3+,Graduate,Yes,243369,31458,1787230,120,0,Urban,N
LP00886,Female,No,3+,Graduate,Yes,200179,35720,190714,120,0,Urban,N
LP00530,Female,No,0,Not Graduate,Yes,355187,33976,1411223,360,0,Semiurban,N
LP00171,Male,No,0,Graduate,Yes,210417,73811,3691822,120,1,Urban,Y
LP00941,Female,Yes,1,Not Graduate,Yes,478352,179641,3683031,120,1,Rural,Y
LP01536,Male,Yes,2,Graduate,Yes,63929,181598,4721093,180,1,Rural,Y
LP01958,Female,No,0,Graduate,No,211040,196835,4857614,120,0,Rural,N
LP00963,Male,No,0,Not Graduate,Yes,422502,42009,1882950,120,1,Semiurban,Y
LP00089,Male,Yes,1,Graduate,Yes,341103,192797,1648416,300,1,Rural,Y
LP01616,Female,No,0,Not Graduate,No,167281,95240,4199942,240,0,Rural,N
LP00812,Female,No,0,Not Graduate,Yes,262470,159856,288251,300,1,Urban,Y
LP01266,Male,No,3+,Graduate,Yes,415291,180335,427157,180,1,Urban,Y
LP01672,Female,No,3+,Not Graduate,No,45888,8705,4980123,180,1,Rural,N
LP00493,Male,Yes,2,Not Graduate,No,173979,195368,2668423,120,0,Urban,N
LP00484,Female,Yes,3+,Not Graduate,No,454283,122110,3256427,120,1,Semiurban,Y
LP00608,Male,Yes,1,Graduate,No,362966,118337,3676808,300,1,Semiurban,Y
LP01645,Male,No,0,Graduate,No,87640,116449,1056493,300,1,Rural,Y
LP01464,Male,Yes,0,Graduate,Yes,432985,183049,2347174,120,1,Urban,Y
LP00150,Female,Yes,0,Not Graduate,Yes,307065,117567,952010,120,0,Urban,N
LP01485,Female,Yes,0,Graduate,Yes,247606,136161,1246626,120,1,Urban,Y
LP01719,Male,Yes,2,Graduate,No,204368,127705,1062542,120,0,Semiurban,N
LP01823,Female,Yes,2,Not Graduate,No,225233,57843,1496199,180,0,Rural,N
LP00283,Male,No,1,Graduate,No,292423,199184,4361550,300,0,Rural,N
LP00728,Female,No,2,Not Graduate,No,34635,111459,4010870,240,0,Urban,N
LP01707,Female,Yes,0,Not Graduate,No,115274,98623,3981628,300,1,Rural,Y
LP01190,Male,No,3+,Not Graduate,No,267187,86264,673037,120,1,Urban,Y
LP00123,Female,Yes,0,Not Graduate,Yes,288304,104580,1419843,300,0,Rural,N
LP01467,Female,No,1,Graduate,Yes,177707,157300,379493,360,0,Rural,N
LP00855,Male,No,0,Not Graduate,Yes,238281,8746,733699,300,1,Semiurban,Y
LP01606,Male,Yes,2,Not Graduate,Yes,120627,122999,3255731,240,1,Semiurban,Y
LP00551,Male,No,1,Graduate,Yes,292800,40366,1509355,120,0,Semiurban,N
LP01185,Male,No,0,Not Graduate,No,241713,161505,2526605,120,1,Semiurban,Y
LP00612,Male,Yes,1,Graduate,No,336183,117589,2035709,120,1,Rural,Y
LP00002,Male,No,1,Graduate,No,234433,173161,4572315,180,1,Rural,Y
LP01070,Male,Yes,0,Graduate,Yes,96525,161729,3623478,180,1,Urban,Y
LP01484,Male,No,2,Not Graduate,Yes,478062,54653,3049585,120,1,Rural,Y
LP01673,Male,Yes,3+,Graduate,No,198851,109832,1696502,360,1,Semiurban,Y
LP00739,Male,No,2,Graduate,Yes,25522,142927,3408176,120,0,Semiurban,N
LP01622,Female,No,1,Not Graduate,No,396736,76128,4907624,300,0,Rural,N
LP01124,Female,Yes,0,Not Graduate,Yes,295477,4328,4437357,180,0,Rural,N
LP01507,Female,Yes,1,Graduate,Yes,284633,184799,2960387,240,1,Semiurban,Y
LP01134,Female,No,3+,Graduate,Yes,145986,66441,3253823,180,0,Rural,N
LP00340,Female,No,1,Not Graduate,Yes,208794,150747,1665777,180,0,Rural,N
LP01628,Female,Yes,3+,Graduate,No,475635,130001,4357014,360,0,Urban,N
LP00979,Male,Yes,0,Not Graduate,Yes,320000,61260,609137,180,1,Urban,Y
LP00541,Male,No,0,Not Graduate,No,160749,3104,2192357,360,1,Urban,Y
LP00494,Female,Yes,0,Not Graduate,Yes,92198,78038,390083,180,0,Semiurban,N
LP01398,Male,No,0,Graduate,No,198332,97782,2590410,300,1,Urban,Y
LP01537,Male,No,2,Not Graduate,Yes,99061,29691,1819656,120,1,Urban,Y
LP01516,Male,No,2,Graduate,Yes,305056,26423,2256433,300,1,Rural,Y
LP01486,Female,No,1,Not Graduate,Yes,331518,106038,1108575,180,1,Rural,Y
LP01289,Female,No,0,Graduate,Yes,234269,81961,2583211,300,0,Semiurban,N
LP00152,Female,No,0,Graduate,No,162782,24339,2882864,360,1,Rural,Y
LP01365,Male,No,1,Graduate,No,319352,177845,3685136,120,1,Semiurban,Y
LP00196,Female,No,1,Not Graduate,Yes,476681,3978,3350219,120,0,Rural,N
LP00237,Female,No,0,Graduate,No,98153,151247,1859499,300,1,Urban,Y
LP01072,Male,Yes,0,Graduate,Yes,324228,169622,3620376,360,0,Semiurban,N
LP00665,Male,Yes,0,Not Graduate,No,354024,152488,497350,360,1,Semiurban,Y
LP00156,Female,Yes,0,Graduate,No,222722,76158,585424,240,1,Rural,Y
LP00472,Female,No,3+,Not Graduate,Yes,64099,161066,2285611,120,0,Semiurban,N
LP01539,Female,Yes,0,Graduate,Yes,422601,110424,4389540,300,1,Urban,Y
LP01389,Male,Yes,3+,Graduate,No,50729,5280,4651493,120,1,Urban,N
LP01754,Male,Yes,2,Not Graduate,Yes,420571,133014,1294717,120,1,Urban,Y
LP00645,Male,No,2,Graduate,No,91651,156236,2749478,180,1,Rural,Y
LP00417,Male,Yes,1,Not Graduate,Yes,328445,108288,566714,120,0,Rural,N
LP01558,Female,Yes,0,Graduate,No,318749,106460,229088,180,1,Rural,Y
LP00940,Male,Yes,2,Not Graduate,Yes,82710,116535,4760950,240,1,Rural,N
LP01318,Female,No,1,Not Graduate,Yes,189065,142369,3509820,240,1,Rural,Y
LP00290,Male,No,1,Not Graduate,No,198911,122296,1127445,300,0,Semiurban,N
LP00439,Male,Yes,0,Not Graduate,No,43095,25337,534144,240,0,Urban,N
LP00590,Female,No,1,Graduate,Yes,380561,21699,3378389,360,0,Semiurban,N
LP00248,Male,No,3+,Not Graduate,Yes,94935,130558,382042,360,1,Semiurban,Y
LP01159,Male,Yes,2,Graduate,No,463219,25749,620418,120,1,Semiurban,Y
LP00315,Female,Yes,1,Not Graduate,Yes,458092,85371,4263484,180,1,Semiurban,Y
LP01833,Male,No,2,Not Graduate,No,269901,139711,2802112,240,1,Rural,Y
LP00975,Male,Yes,3+,Graduate,No,85736,108739,2527634,240,0,Semiurban,N
LP01525,Male,No,1,Not Graduate,Yes,346712,84185,2797513,240,0,Semiurban,N
LP00448,Male,No,2,Graduate,No,219969,163551,1489792,360,1,Urban,Y
LP00574,Male,Yes,1,Graduate,No,397146,80106,2871092,120,1,Urban,Y
LP00327,Male,No,2,Graduate,No,406051,27626,2609375,360,1,Semiurban,Y
LP00495,Female,No,0,Graduate,No,243271,2606,2530448,360,1,Semiurban,Y
LP00380,Female,Yes,1,Not Graduate,No,117325,186780,4573396,240,1,Semiurban,Y
